Name,Rating,SkillsMoves,WeakFoot,Pace/Diving,Shooting/Handling,Passing/Kicking,Dribbling/Reflexes,Defending/Speed,Phyiscality/Positioning,BaseStats,InGameStats,Position,WorkRate,Club,Country,League,Price
Marcelo,83,3,4,81,67,77,84,81,79,469,2143,LB,H\M,Real Madrid,Brazil,Liga BBVA,25625
Nainggolan,83,3,3,80,78,79,81,80,84,482,2222,CM,H\H,Roma,Belgium,Serie A TIM,36250
Höwedes,83,2,3,65,47,63,65,84,78,402,1830,CB,M\M,FC Schalke 04,Germany,Bundesliga,8000
Khedira,83,2,4,62,70,73,70,83,86,444,2043,CDM,M\H,Juventus,Germany,Serie A TIM,9250
David Luiz,83,3,3,73,64,73,73,82,77,442,2063,CB,H\M,PSG,Brazil,Ligue 1,30250
Mandžukic,83,3,3,77,82,62,76,38,86,421,1924,ST,H\H,Juventus,Croatia,Serie A TIM,7950
Gaitán,83,4,2,83,74,83,86,40,57,423,2001,LM,M\M,SL Benfica,Argentina,LIGA NOS,3450
Bonucci,83,2,3,70,50,66,67,85,81,419,1936,CB,M\H,Juventus,Italy,Serie A TIM,16000
Luiz Gustavo,83,2,3,70,60,70,71,84,82,437,1978,CDM,M\H,VfL Wolfsburg,Brazil,Bundesliga,17500
Pedro,83,4,5,82,76,77,84,37,62,418,1929,LW,H\M,Chelsea,Spain,Barclays PL,26500
Thiago,83,4,3,72,75,81,89,57,64,438,2085,CM,M\M,FC Bayern,Spain,Bundesliga,28750
Eriksen,83,4,5,77,75,84,83,44,59,422,1958,CAM,H\M,Spurs,Denmark,Barclays PL,23125
Rodriguez,83,3,3,75,67,82,78,84,76,462,2175,LB,H\M,VfL Wolfsburg,Switzerland,Bundesliga,17750
Koke,83,3,4,74,72,85,81,53,73,438,2026,CAM,H\H,Atlético Madrid,Spain,Liga BBVA,9975
Griezmann,83,4,3,85,81,77,84,29,68,424,1971,ST,H\M,Atlético Madrid,France,Liga BBVA,48125
Bellarabi,83,4,3,90,76,76,86,33,64,425,1909,RM,H\L,Bayer 04,Germany,Bundesliga,26125
Laporte,83,2,2,73,37,59,60,86,78,393,1774,CB,M\M,Athletic Bilbao,France,Liga BBVA,14875
Júlio César,82,1,3,84,78,67,85,39,82,435,941,GK,M\M,SL Benfica,Brazil,LIGA NOS,1000
Aduriz,82,3,3,71,83,63,72,47,81,417,1937,ST,M\M,Athletic Bilbao,Spain,Liga BBVA,1500
Victor Valdés,82,1,3,82,78,77,83,60,85,465,847,GK,M\M,Manchester Utd,Spain,Barclays PL,8450
Lichtsteiner,82,2,3,83,60,72,75,80,79,449,2081,RB,H\H,Juventus,Switzerland,Serie A TIM,4000
Nani,82,5,4,84,79,82,86,24,65,420,1929,LM,M\M,Fenerbahçe SK,Portugal,Süper Lig,19250
Zabaleta,82,3,3,73,56,70,75,85,83,442,2049,RB,H\H,Manchester City,Argentina,Barclays PL,4950
Diego López,82,1,3,81,77,77,83,34,87,439,822,GK,M\M,Milan,Spain,Serie A TIM,2350
Luisão,82,2,2,39,53,59,57,85,76,369,1689,CB,L\M,SL Benfica,Brazil,LIGA NOS,850
Huntelaar,82,3,4,66,84,64,71,32,72,389,1848,ST,M\M,FC Schalke 04,Netherlands,Bundesliga,1600
Eremenko,82,4,4,77,77,83,80,54,73,444,2044,CAM,H\H,CSKA Moskva,Finland,Russian League,1100
Perrin,82,2,3,72,65,69,67,85,80,438,2008,CB,M\M,Saint-Etienne,France,Ligue 1,8300
Borja Valero,82,3,4,71,72,85,81,65,67,441,2071,CM,M\M,Fiorentina,Spain,Serie A TIM,2450
Filipe Luís,82,3,3,82,62,76,76,81,77,454,2066,LB,H\M,Atlético Madrid,Brazil,Liga BBVA,7350
Sirigu,82,1,2,84,79,75,84,50,80,452,846,GK,M\M,PSG,Italy,Ligue 1,1200
Vela,82,4,2,86,79,75,84,25,65,414,1903,RW,H\L,Real Sociedad,Mexico,Liga BBVA,15000
Leandro Castán,82,2,2,72,33,47,57,85,80,374,1638,CB,M\H,Roma,Brazil,Serie A TIM,9050
Begovic,82,1,2,83,80,74,84,52,80,453,829,GK,M\M,Chelsea,Bosnia Herzegovina,Barclays PL,11500
Vertonghen,82,2,3,71,67,70,69,83,81,441,2029,CB,H\M,Spurs,Belgium,Barclays PL,15500
Mertens,82,4,4,89,78,80,87,37,56,427,1988,CAM,H\L,Napoli,Belgium,Serie A TIM,21750
Jonas,82,3,4,77,83,74,83,30,65,412,1932,ST,H\M,SL Benfica,Brazil,LIGA NOS,1250
Schneiderlin,82,2,3,64,63,76,74,80,82,439,2020,CDM,M\H,Manchester Utd,France,Barclays PL,12250
Sommer,82,1,4,84,82,85,86,48,76,461,929,GK,M\M,Bor. M'gladbach,Switzerland,Bundesliga,3950
Giroud,82,2,3,67,82,69,71,38,83,410,1894,ST,M\M,Arsenal,France,Barclays PL,2950
Willian,82,4,4,89,74,78,85,50,63,439,1942,RM,H\H,Chelsea,Brazil,Barclays PL,37000
Muslera,82,1,2,83,80,75,86,60,83,467,1007,GK,M\M,Galatasaray SK,Uruguay,Süper Lig,1300
Benteke,82,3,4,77,81,65,75,33,85,416,1874,ST,M\M,Liverpool,Belgium,Barclays PL,15000
Azpilicueta,82,3,3,80,56,74,74,84,76,444,2041,LB,M\M,Chelsea,Spain,Barclays PL,8350
Ramsey,82,3,3,69,78,79,80,68,76,450,2092,CM,H\H,Arsenal,Wales,Barclays PL,7750
Gündogan,82,4,4,75,71,82,85,63,72,448,2087,CM,H\M,Bor. Dortmund,Germany,Bundesliga,24000
Alex Teixeira,82,4,4,88,76,76,86,67,65,458,2036,CAM,H\M,FC Shakhtar,Brazil,Ukrayina Liha,7350
Aubameyang,82,3,3,95,81,75,79,36,71,437,2001,ST,H\L,Bor. Dortmund,Gabon,Bundesliga,87000
Trapp,82,1,4,83,79,79,85,45,80,451,816,GK,M\M,PSG,Germany,Ligue 1,1350
Kagawa,82,4,4,80,67,75,87,34,49,392,1847,CAM,M\M,Bor. Dortmund,Japan,Bundesliga,11875
Parejo,82,3,4,59,75,87,80,57,70,428,2028,CM,M\M,Valencia CF,Spain,Liga BBVA,3150
Glik,82,2,2,62,24,43,53,85,82,349,1547,CB,L\M,Torino,Poland,Serie A TIM,3800
Alex Sandro,82,3,2,85,65,75,81,80,75,461,2098,LB,H\M,Juventus,Brazil,Serie A TIM,22625
Mustafi,82,2,3,69,57,62,55,83,80,406,1851,CB,L\H,Valencia CF,Germany,Liga BBVA,9900
ter Stegen,82,1,4,83,81,82,85,38,78,447,881,GK,M\M,FC Barcelona,Germany,Liga BBVA,2650
Manolas,82,3,2,81,19,42,60,85,82,369,1585,CB,M\H,Roma,Greece,Serie A TIM,2500
Cuadrado,82,5,3,93,77,75,87,54,71,457,2062,RM,M\H,Juventus,Colombia,Serie A TIM,49875
Gonalons,82,2,4,67,62,72,70,83,83,437,2023,CDM,M\H,Olympique Lyon,France,Ligue 1,1400
Krychowiak,82,2,3,71,57,72,62,82,87,431,1958,CDM,M\H,Sevilla FC,Poland,Liga BBVA,5900
de Vrij,82,2,4,66,41,58,66,85,76,392,1744,CB,M\M,Lazio,Netherlands,Serie A TIM,4250
Cillessen,82,1,3,80,84,74,79,54,82,453,894,GK,M\M,Ajax,Netherlands,Eredivisie,900
Konoplyanka,82,4,4,92,77,80,84,33,66,432,1959,LW,M\M,Sevilla FC,Ukraine,Liga BBVA,19250
Lucas,82,4,3,93,73,75,87,44,62,434,1992,RW,M\M,PSG,Brazil,Ligue 1,31500
Varane,82,2,3,79,45,60,63,84,76,407,1803,CB,M\M,Real Madrid,France,Liga BBVA,26750
Roberto Firmino,82,4,3,76,76,78,84,40,69,423,1960,CAM,H\M,Liverpool,Brazil,Barclays PL,13125
Sterling,82,4,3,93,71,73,87,46,61,431,1899,LM,H\M,Manchester City,England,Barclays PL,51000
Bacca,82,2,2,83,83,65,80,24,77,412,1886,ST,H\M,Milan,Colombia,Serie A TIM,12500
Stranzl,81,2,3,53,41,54,50,86,77,361,1632,CB,M\M,Bor. M'gladbach,Austria,Bundesliga,700
Cassano,81,3,4,53,78,87,85,18,59,380,1808,CF,M\L,Sampdoria,Italy,Serie A TIM,700
Klose,81,2,4,70,77,63,73,28,63,374,1752,ST,M\L,Lazio,Germany,Serie A TIM,700
Quaresma,81,5,4,84,77,79,86,18,65,409,1896,RM,M\M,Beşiktaş JK,Portugal,Süper Lig,5450
Drogba,81,3,4,63,83,74,75,36,78,409,1933,ST,M\M,Montreal Impact,Ivory Coast,MLS,750
Mikel Arteta,81,3,4,43,73,82,78,73,65,414,2050,CM,M\M,Arsenal,Spain,Barclays PL,1450
Motta,81,3,4,44,66,77,72,77,82,418,1994,CDM,M\M,PSG,Italy,Ligue 1,950
Evra,81,3,2,78,51,72,76,82,74,433,2028,LB,M\H,Juventus,France,Serie A TIM,3100
de Jong,81,2,3,71,51,69,71,78,86,426,1967,CDM,L\H,Milan,Netherlands,Serie A TIM,1075
Jagielka,81,2,3,67,46,58,55,83,81,390,1811,CB,M\H,Everton,England,Barclays PL,3300
Moyá,81,1,2,85,80,81,80,46,82,454,775,GK,M\M,Atlético Madrid,Spain,Liga BBVA,900
Benaglio,81,1,3,84,78,64,81,42,80,429,837,GK,M\M,VfL Wolfsburg,Switzerland,Bundesliga,900
Demichelis,81,2,3,34,40,53,49,83,76,335,1549,CB,L\M,Manchester City,Argentina,Barclays PL,1200
Alex,81,2,3,53,58,50,53,83,81,378,1749,CB,M\M,Milan,Brazil,Serie A TIM,800
Kaká,81,4,4,68,78,81,80,30,60,397,1862,CAM,H\M,Orlando City,Brazil,MLS,900
Helton,81,1,3,83,78,74,85,64,77,461,1008,GK,M\M,FC Porto,Brazil,LIGA NOS,700
Enyeama,81,1,3,78,80,77,90,50,78,453,1015,GK,M\M,LOSC Lille,Nigeria,Ligue 1,700
Srna,81,3,3,77,75,85,75,78,77,467,2183,RB,H\H,FC Shakhtar,Croatia,Ukrayina Liha,700
Negredo,81,3,3,70,81,68,75,39,83,416,1922,ST,H\H,Valencia CF,Spain,Liga BBVA,1100
Jesús Navas,81,4,3,89,70,76,83,28,50,396,1836,RM,M\M,Manchester City,Spain,Barclays PL,7350
Juanfran,81,3,3,84,59,73,77,77,78,448,2018,RB,H\M,Atlético Madrid,Spain,Liga BBVA,2550
Akinfeev,81,1,3,83,75,79,85,51,78,451,795,GK,M\M,CSKA Moskva,Russia,Russian League,900
Gignac,81,3,3,70,83,71,74,36,78,412,1899,ST,M\M,Tigres,France,LIGA Bancomer MX,700
Dempsey,81,4,4,73,80,74,82,42,75,426,1994,ST,M\M,Sounders FC,United States,MLS,700
Raúl Albiol,81,2,3,61,41,57,59,84,76,378,1710,CB,M\M,Napoli,Spain,Serie A TIM,1600
Costil,81,1,3,82,80,78,85,49,82,456,738,GK,M\M,Stade Rennais,France,Ligue 1,800
Ménez,81,4,4,86,77,71,85,32,60,411,1894,CF,M\L,Milan,France,Serie A TIM,4900
Walcott,81,3,3,96,77,74,81,33,63,424,1916,RM,H\L,Arsenal,England,Barclays PL,18375
Škrtel,81,2,2,62,38,48,53,82,82,365,1642,CB,M\H,Liverpool,Slovakia,Barclays PL,2900
Sahin,81,3,4,54,68,84,81,69,61,417,1995,CM,M\M,Bor. Dortmund,Turkey,Bundesliga,1100
José Fonte,81,2,3,56,35,52,62,84,79,368,1649,CB,M\H,Southampton,Portugal,Barclays PL,1550
Piszczek,81,2,3,79,66,72,74,82,80,453,2060,RB,H\H,Bor. Dortmund,Poland,Bundesliga,14625
Valbuena,81,4,3,86,73,80,83,31,49,402,1889,CAM,H\M,Olympique Lyon,France,Ligue 1,6450
Payet,81,4,4,77,76,82,81,44,68,428,1983,CAM,H\M,West Ham,France,Barclays PL,13000
Witsel,81,4,3,71,74,77,82,74,80,458,2112,CM,M\M,Zenit,Belgium,Russian League,3150
Bender,81,2,3,68,64,76,73,82,81,444,2016,CM,H\H,Bayer 04,Germany,Bundesliga,1700
Trémoulinas,81,2,3,85,64,79,78,77,74,457,2108,LB,H\M,Sevilla FC,France,Liga BBVA,4600
Kiko Casilla,81,1,2,83,82,80,81,32,82,440,927,GK,M\M,Real Madrid,Spain,Liga BBVA,950
Rui Patrício,81,1,2,84,80,83,80,50,79,456,884,GK,M\M,Sporting CP,Portugal,LIGA NOS,700
Sergio Asenjo,81,1,3,84,81,80,83,59,81,468,960,GK,M\M,Villarreal CF,Spain,Liga BBVA,850
Rémy,81,4,3,90,80,68,74,34,71,417,1893,ST,M\M,Chelsea,France,Barclays PL,22500
Kjær,81,2,3,66,42,63,53,84,80,388,1757,CB,L\H,Fenerbahçe SK,Denmark,Süper Lig,850
Fährmann,81,1,2,82,79,65,85,38,81,430,798,GK,M\M,FC Schalke 04,Germany,Bundesliga,2450
Coleman,81,3,3,80,68,72,78,81,78,457,2037,RB,H\H,Everton,Republic of Ireland,Barclays PL,5150
Džeko,81,3,4,66,84,67,72,31,72,392,1805,ST,M\M,Roma,Bosnia Herzegovina,Serie A TIM,800
Jovetic,81,4,4,77,81,78,83,36,69,424,1974,ST,H\M,Inter,Montenegro,Serie A TIM,2700
Cáceres,81,2,3,83,51,63,66,86,75,424,1971,CB,M\H,Juventus,Uruguay,Serie A TIM,13000
Chedjou,81,2,3,74,60,64,67,82,84,431,1943,CB,M\M,Galatasaray SK,Cameroon,Süper Lig,3600
Sakho,81,2,2,66,33,60,56,81,84,380,1687,CB,M\H,Liverpool,France,Barclays PL,4500
Parolo,81,2,3,74,79,77,76,77,82,465,2132,CM,M\M,Lazio,Italy,Serie A TIM,3100
Alderweireld,81,2,4,63,59,67,63,83,79,414,1917,CB,M\M,Spurs,Belgium,Barclays PL,3550
Darmian,81,2,4,79,51,69,73,82,78,432,1974,RB,H\H,Manchester Utd,Italy,Barclays PL,6500
Giovinco,81,4,4,90,77,79,85,26,60,417,1940,CF,H\M,Toronto FC,Italy,MLS,3250
Feghouli,81,4,3,89,73,76,85,32,63,418,1904,RW,H\M,Valencia CF,Algeria,Liga BBVA,5400
José Callejón,81,3,2,90,80,73,83,21,62,409,1877,CAM,H\M,Napoli,Spain,Serie A TIM,6800
Toprak,81,2,4,75,39,62,66,84,74,400,1794,CB,M\M,Bayer 04,Turkey,Bundesliga,5800
Musacchio,81,2,3,68,51,65,57,84,79,404,1861,CB,M\M,Villarreal CF,Argentina,Liga BBVA,1950
Nkoulou,81,2,3,76,44,67,70,82,75,414,1881,CB,M\M,Marseille,Cameroon,Ligue 1,4600
Iborra,81,2,4,53,68,74,69,81,83,428,1998,CDM,M\M,Sevilla FC,Spain,Liga BBVA,800
Bony,81,3,4,72,83,59,74,39,85,412,1896,ST,M\L,Manchester City,Ivory Coast,Barclays PL,4850
Clyne,81,3,3,86,61,71,78,79,76,451,2002,RB,H\M,Liverpool,England,Barclays PL,12000
Douglas Costa,81,5,3,90,75,78,86,50,63,442,2029,RM,M\L,FC Bayern,Brazil,Bundesliga,63000
Subašic,81,1,2,82,78,79,83,51,81,454,966,GK,M\M,AS Monaco,Croatia,Ligue 1,700
Mkhitaryan,81,4,5,86,72,76,86,55,71,446,2077,RM,H\H,Bor. Dortmund,Armenia,Bundesliga,7500
Pereyra,81,4,4,85,71,81,85,74,75,471,2169,CAM,H\H,Juventus,Argentina,Serie A TIM,18000
Víctor Ruíz,81,2,2,67,42,65,62,82,79,397,1797,CB,M\M,Villarreal CF,Spain,Liga BBVA,1850
Medel,81,2,4,76,51,69,70,79,89,434,1986,CDM,L\H,Inter,Chile,Serie A TIM,1850
